Index;Date;Name;Description;Amount_raised;Amount_number;Data AI keyword;Series
2193;September 30, 2022;Minteo;a Bogotá, Colombia-based NFT marketplace;$4.3 million;4,3;FALSE;Seed
2194;September 30, 2022;KOOS;a Tallinn, Estonia-based equity-like benefits provider to non-employees;$4 million;4;FALSE;Seed
2195;September 30, 2022;7Analytics;a Bergen, Norway-based flood prediction platform;$2.5 million;2,5;FALSE;Seed
2196;October 3, 2022;Tally;a San Francisco-based financial automation company;$80 million;80;FALSE;Series D
2197;October 3, 2022;Cortex;a Rio de Janeiro, Brazil-based big data analytics SaaS platform for sales, marketing, and communications teams;$48.04 million;48,04;TRUE;Series C
2198;October 3, 2022;Immerok;a Berlin, Germany-based cloud platform development company;$17 million;17;FALSE;Seed
2199;October 3, 2022;Blowfish;a remote-based Web3 wallet security company;$11.8 million;11,8;TRUE;Unknown
2200;October 3, 2022;Anthro Energy;a Palo Alto, Calif.-based battery creation company;$7.23 million;7,23;FALSE;Seed
2201;October 3, 2022;Onyxia;a New York-based cybersecurity strategy and performance platform;$5 million;5;TRUE;Seed
2202;October 3, 2022;Fabric;a Los Angeles-based AR experiences web platform for in-person events;$4 million;4;FALSE;Unknown
2203;October 3, 2022;Arcascope;a Chantilly, Va.-based circadian rhythm-focused health care technology company;$2.85 million;2,85;FALSE;Seed
2204;October 3, 2022;Ripe;a Stockholm, Sweden-based sales platform;$2 million;2;FALSE;Unknown
2205;October 4, 2022;Securiti;a Coyote, Calif.-based multi-cloud data protection, governance, and security company;$75 million;75;TRUE;Series C
2206;October 4, 2022;Liquid Death;a Santa Monica, Calif.-based beverage company;$70 million;70;FALSE;Unknown
2207;October 4, 2022;Grow Therapy;a New York-based mental health care group;$45 million;45;FALSE;Series B
2208;October 4, 2022;Loop;an El Segundo, Calif.-based electric vehicle charging infrastructure company;$40 million;40;FALSE;Series A
2209;October 4, 2022;Equi;a San Francisco-based alternative investment strategies platform;$15 million;15;FALSE;Series A
2210;October 4, 2022;Exponential;a San Francisco-based DeFi investment platform;$14 million;14;FALSE;Seed
2211;October 4, 2022;Polco;a Madison, Wis.-based local government community engagement platform;$14 million;14;FALSE;Series A
2212;October 4, 2022;LayerX;a Tel Aviv-based cybersecurity startup;$7.5 million;7,5;TRUE;Seed
2213;October 4, 2022;CoRise;a San Francisco-based live online upskilling platform;$3 million;3;FALSE;Seed
2214;October 5, 2022;onX;a Missoula, Mont.-based outdoor digital navigation company;$87.4 million;87,4;FALSE;Series B
2215;October 5, 2022;Tines;a Dublin, Ireland-based no-code automation platform for security teams;$55 million;55;TRUE;Series B
2216;October 5, 2022;IriusRisk;a Huesca, Spain-based threat modeling automation cybersecurity company;$29 million;29;TRUE;Series B
2217;October 5, 2022;Katalyst;a Las Vegas-based workout and exercise platform;$26 million;26;FALSE;Series A
2218;October 5, 2022;Railsr;a London-based embedded finance platform;$26 million;26;FALSE;Series C
2219;October 5, 2022;Partake Foods;a New York-based natural food brand;$11.5 million;11,5;FALSE;Series B
2220;October 5, 2022;QorusDocs;a Bellevue, Wash.-based proposal management software company;$10 million;10;FALSE;Unknown
2221;October 5, 2022;Everstores;a Berlin-based investment company for D2C brands;$8 million;8;FALSE;Seed
2222;October 5, 2022;Spexi;a Vancouver, Canada-based drone-based aerial data platform;$5.5 million;5,5;TRUE;Seed
2223;October 5, 2022;Halo.Car;a Las Vegas-based driverless electric car rental provider;$5 million;5;FALSE;Seed
2224;October 5, 2022;Lasso Labs;a San Mateo, Calif.-based NFT utility platform;$4.2 million;4,2;FALSE;Unknown
2225;October 5, 2022;Tidal Cyber;a Clifton, Va.-based cybersecurity company;$4 million;4;TRUE;Seed
2226;October 6, 2022;WorkSpan;a San Bernardino, Calif.-based ecosystem cloud platform;$30 million;30;FALSE;Series C
2227;October 6, 2022;Humaans;a London-based employee experience app;$15 million;15;FALSE;Series A
2228;October 6, 2022;EcoCart;a San Francisco-based e-commerce infrastructure software company;$14.5 million;14,5;FALSE;Series A
2229;October 6, 2022;GAMURS;a Sydney, Australia-based gaming, e-sports, and entertainment media network;$12 million;12;FALSE;Series A
2230;October 6, 2022;Oort;a Boston, Mass.-based enterprise security platform;$11.5 million;11,5;TRUE;Series A
2231;October 6, 2022;Proto Axiom;a Haymarket, Australia-based biomedical technology incubator;$10 million;10;FALSE;Unknown
2232;October 6, 2022;Comprehensive;a San Francisco-based compensation platform;$6 million;6;FALSE;Seed
2233;October 6, 2022;PropHero;a Sydney, Australia and Madrid, Spain-based property investment company;$8 million;8;FALSE;Seed
2234;October 6, 2022;LoudCrowd;an Austin, Texas-based UGC growth platform;$5 million;5;FALSE;Series A
2235;October 6, 2022;Fizz;a San Francisco-based social media platform for college campuses;$4.5 million;4,5;FALSE;Seed
2236;October 6, 2022;Easop;a New York-based equity provider company to international hires;$2.5 million;2,5;FALSE;Seed
2237;October 7, 2022;​​The Rounds;a Philadelphia-based zero-waste delivery and refill service company for household items;$38 million;38;FALSE;Series A
2238;October 7, 2022;Tidal Financial Group;a Chicago, Detroit, Milwaukee, and New York-based ETF investment and technology platform;$32 million;32;FALSE;Unknown
2239;October 7, 2022;Elpha Secure Technology;a New York-based cyber insurance startup;$20 million;20;FALSE;Series A
2240;October 7, 2022;Revelio Labs;a New York-based workforce intelligence company;$15 million;15;FALSE;Series A
2241;October 7, 2022;Xembly;a Seattle-based automated chief of staff for employees;$15 million;15;FALSE;Series A
2242;October 7, 2022;Gather AI;a Pittsburgh-based supply chain robotics company;$10 million;10;FALSE;Series A
2243;October 7, 2022;Lightdash;a remote-based open-source business intelligence platform;$8.4 million;8,4;FALSE;Seed
2244;October 7, 2022;Tumble;a San Francisco-based smart laundry startup;$7 million;7;FALSE;Seed
2245;October 7, 2022;Fintor;a Palo Alto, Calif.-based real estate investing platform;$6.2 million;6,2;FALSE;Unknown
2246;October 7, 2022;Lawhive;a London-based legal tech platform;$2 million;2;FALSE;Seed
2247;October 10, 2022;Nested Therapeutics;a Cambridge, Mass.-based cancer treatment medication platform;$90 million;90;FALSE;Series A
2248;October 10, 2022;Electra;a Boulder, Colo.-based decarbonization ironmaking company;$85 million;85;FALSE;Unknown
2249;October 10, 2022;Ochre Bio;an Oxford, U.K.-based chronic liver disease drug development company;$30 million;30;FALSE;Series A
2250;October 10, 2022;CrowdSec;a Paris, France-based cybersecurity solution company;$14 million;14;TRUE;Series A
2251;October 10, 2022;​​Scale3 Labs;a San Jose, Calif.-based Web3 infrastructure company;$5.3 million;5,3;FALSE;Seed
2252;October 10, 2022;Shimmer;a San Francisco-based ADHD coaching and treatment app;$1.3 million;1,3;FALSE;Seed
2253;October 11, 2022;Factorial;a Barcelona, Spain-based automated HR management platform for small and medium businesses;$120 million;120;FALSE;Series C
2254;October 11, 2022;Alkymi;a New York-based data workflow automation company;$21 million;21;TRUE;Series A
2255;October 11, 2022;Meilisearch;a Paris, France-based open-source search engine;$15 million;15;FALSE;Seed
2256;October 11, 2022;Kive;a Stockholm, Sweden-based inspiration management platform for creatives;$7 million;7;FALSE;Seed
2257;October 11, 2022;Payable;a London, U.K.-based payment operations platform;$6 million;6;FALSE;Seed
2258;October 11, 2022;Ribbon;a London, U.K.-based in-product research platform developer;$2.90 million;2,9;FALSE;Seed
2259;October 11, 2022;Cloud Factory;a Tallinn, Estonia-based 3D printing jewelry company;$2.1 million;2,1;FALSE;Seed
2260;October 12, 2022;Connex One;a Manchester, U.K.-based customer engagement platform;$103.72 million;103,72;FALSE;Series C
2261;October 12, 2022;Airwallex;a Melbourne, Australia-based fintech platform;$100 million;100;FALSE;Series E
2262;October 12, 2022;Homa;a Paris, France-based game development company;$100 million;100;FALSE;Series B
2263;October 12, 2022;Immersive Labs;a Bristol, U.K.-based cyber resilience company;$66 million;66;FALSE;Unknown
2264;October 12, 2022;Stairwell;a Mountain View, Calif.-based cybersecurity company;$45 million;45;TRUE;Series B
2265;October 12, 2022;Brave Health;a Miami-based virtual mental health provider and engagement platform;$40 million;40;FALSE;Series C
2266;October 12, 2022;Pleno;a San Diego-based multi-omic instrument platform;$40 million;40;FALSE;Series A
2267;October 12, 2022;CrowdStreet;an Austin-based real estate investing platform;$28 million;28;FALSE;Unknown
2268;October 12, 2022;IronVest;a New York-based cybersecurity startup;$23 million;23;TRUE;Seed
2269;October 12, 2022;Chronograph;a New York-based private markets technology company;$20 million;20;FALSE;Unknown
2270;October 12, 2022;Insite AI;a Bee Cave, Texas-based category and revenue growth management solutions provider for consumer brands;$19 million;19;FALSE;Series A
2271;October 12, 2022;Foxglove;a San Francisco-based robotics development platform;$15 million;15;FALSE;Series A
2272;October 12, 2022;Rye;a remote-based Web3 e-commerce company;$14 million;14;FALSE;Seed
2273;October 12, 2022;Ntropy;a New York-based financial data intelligence platform;$11 million;11;TRUE;Series A
2274;October 12, 2022;Net Purpose;a London, U.K.-based sustainable investment platform;$10.97 million;10,97;FALSE;Series A
2275;October 12, 2022;NocoDB;a San Francisco-based platform that turns a database into a smart spreadsheet,;$10.5 million;10,5;TRUE;Seed
2276;October 12, 2022;Solestial;a Tempe, Arizona-based solar energy company for space applications;$10 million;10;FALSE;Unknown
2277;October 12, 2022;Levity.ai;a Berlin, Germany-based A.I. automation platform;$8.3 million;8,3;TRUE;Seed
2278;October 12, 2022;OatFi;a New York-based working capital infrastructure provider for B2B payments platforms;$8 million;8;FALSE;Seed
2279;October 12, 2022;Switch Bioworks;a San Carlos, Calif.-based fertilizer company;$2.3 million;2,3;FALSE;Unknown
2280;October 12, 2022;FANtium;a Zug, Switzerland-based NFT-based athlete investment platform;$2 million;2;FALSE;Seed
2281;October 13, 2022;Puttshack;a Chicago-based mini golf company;$150 million;150;FALSE;Unknown
2282;October 13, 2022;Soli Organic;a Rockingham, Va.-based soil-based, indoor farming company;$124.3 million;124,3;FALSE;Series D
2283;October 13, 2022;DataGrail;a San Francisco-based data privacy platform;$45 million;45;TRUE;Series C
2284;October 13, 2022;nxyz;a San Francisco-based Web3 infrastructure platform for blockchains;$40 million;40;FALSE;Series A
2285;October 13, 2022;​​FOLX Health;a Boston-based digital health care service provider for the LGBTQIA+ community;$30 million;30;FALSE;Unknown
2286;October 13, 2022;Metalenz;a Boston-based metasurface optic company for consumer electronics;$30 million;30;FALSE;Series B
2287;October 13, 2022;NeuroFlow;a Wayne, Pa.-based behavioral health integration technology company;$25 million;25;FALSE;Unknown
2288;October 13, 2022;Diagrid;a Seattle-based startup for developers to simplify and de-risk distributed systems;$20 million;20;FALSE;Series A
2289;October 13, 2022;Kyra;a London, U.K.-based creator economy platform;$15 million;15;FALSE;Series A
2290;October 13, 2022;Mercantile;a New York-based credit card platform for small businesses;$15 million;15;FALSE;Series A
2291;October 13, 2022;Spren;the Asheville, N.C.-based developer of the heart rate variability app Elite HRV;$11.3 million;11,3;FALSE;Seed
2292;October 13, 2022;ARTA;a New York-based logistics software and fulfillment services provider for goods and collectibles;$11 million;11;FALSE;Series A
2293;October 13, 2022;AgriWebb;a Sydney, Australia-based livestock business management solution;$6.7 million;6,7;FALSE;Series B
2294;October 13, 2022;5C Network;a Bengaluru, India-based online medical diagnostics platform;$4.6 million;4,6;FALSE;Series A
2295;October 13, 2022;Silveray;a Manchester, U.K.-based X-ray technology company;$2.44 million;2,44;FALSE;Seed
2296;October 13, 2022;Sunny;a Tulsa-based period care startup;$1.3 million;1,3;FALSE;Seed
2297;October 14, 2022;TripActions;a Palo Alto, Calif.-based travel and expense management company;$154 million;154;FALSE;Series G
2298;October 14, 2022;GoHenry;a New York-based prepaid debit card and financial education app for kids and teens;$55 million;55;FALSE;Unknown
2299;October 14, 2022;Katana;a Tallinn, Estonia-based manufacturing ERP software company;$35 million;35;FALSE;Series B
2300;October 14, 2022;​​Vita Therapeutics;a Baltimore-based cell engineering company;$31 million;31;FALSE;Series B
2301;October 14, 2022;Endor Labs;a Palo Alto, Calif.-based software reuse platform for development and security teams;$25 million;25;TRUE;Unknown
2302;October 14, 2022;Zen Educate;a London, U.K.-based platform that connects schools with temporary and full-time teachers and teaching assistants;$21.83 million;21,83;FALSE;Series A
2303;October 14, 2022;Astra;a San Francisco-based card-to-card funding service provider;$10 million;10;FALSE;Series A
2304;October 14, 2022;Xiao Chi Jie;a Seattle-based direct-to-consumer Chinese food brand;$10 million;10;FALSE;Series A
2305;October 14, 2022;Parity;a Toronto, Canada-based HVAC operations proptech company for mid-rise and high-rise apartment buildings and hotels;$8 million;8;FALSE;Unknown
2306;October 14, 2022;Continue AI;a New York-based sustainability intelligence platform;$5.7 million;5,7;FALSE;Seed
2307;October 17, 2022;Vanta;a San Francisco-based compliance and software automation security company;$40 million;40;TRUE;Series B
2308;October 17, 2022;SURGE Therapeutics;a Cambridge, Mass.-based cancer treatment company;$26 million;26;FALSE;Series A
2309;October 17, 2022;Northstar;a remote-based financial wellness benefit platform for employees;$24.4 million;24,4;FALSE;Unknown
2310;October 17, 2022;Nucleus RadioPharma;a Rochester, Minn.-based radiopharmaceuticals development company;$6 million;6;FALSE;Seed
2311;October 17, 2022;GreenPlaces;a Raleigh, N.C.-based climate platform;$4 million;4;FALSE;Seed
2312;October 18, 2022;Enable;a San Francisco-based collaborative rebate management platform;$94 million;94;FALSE;Series C
2313;October 18, 2022;Prenuvo;a Redwood City, Calif.-based radiation-free, whole body imaging company for early detection of cancer and other diseases;$40 million;40;FALSE;Series A
2314;October 18, 2022;Ambi Robotics;a Berkeley, Calif.-based robotics company;$32 million;32;FALSE;Unknown
2315;October 18, 2022;Eyenuk;Woodland Hills, Calif.-based artificial intelligence digital health company;$26 million;26;FALSE;Series A
2316;October 18, 2022;Engaged MD;a Washington D.C.-based eLearn and eSign solutions provider for the fertility sector;$11 million;11;FALSE;Unknown
2317;October 18, 2022;OutThink;a London, U.K.-based cybersecurity human risk management platform;$10 million;10;TRUE;Seed
2318;October 18, 2022;Kubiya;a Palo Alto, Calif.-based conversational A.I. solution for DevOps teams;$6 million;6;TRUE;Seed
2319;October 18, 2022;PropertyScout;a Bangkok, Thailand-based proptech startup;$5 million;5;FALSE;Series A
2320;October 18, 2022;Aryeo;a Boston-based operating system for real estate photographers;$3.5 million;3,5;FALSE;Unknown
2321;October 18, 2022;Jua;a Zurich, Switzerland-based weather forecasting platform;$2.5 million;2,5;FALSE;Seed
2322;October 18, 2022;Upkeep;a Los Angeles-based MedSpa treatments booking and payments platform;$2 million;2;FALSE;Seed
2323;October 19, 2022;Jasper;an Austin-based A.I. content platform;$125 million;125;TRUE;Series A
2324;October 19, 2022;Stability AI;a London, U.K.-based open-source A.I. startup;$101 million;101;TRUE;Seed
2325;October 19, 2022;Ten Thousand Coffees;a Toronto, Canada-based talent experience platform;$56 million;56;FALSE;Unknown
2326;October 19, 2022;RisingWave Labs;a San Francisco-based streaming database company;$36 million;36;TRUE;Unknown
2327;October 19, 2022;Shibumi;a Norwalk, Conn.-based portfolio management software provider for enterprise customers;$30 million;30;FALSE;Unknown
2328;October 19, 2022;Axoft;a Boston-based neurotechnology company;$8 million;8;FALSE;Seed
2329;October 19, 2022;Freebee;a Miami-based free transportation app to local communities;$8 million;8;FALSE;Series A
2330;October 19, 2022;Paytrix;a London, U.K.-based embedded payments company for vertical software platforms;$5.65 million;5,65;FALSE;Unknown
2331;October 19, 2022;Noala;a London, U.K.-based speech and language therapy platform;$4 million;4;FALSE;Seed
2332;October 19, 2022;"Generation Prime, a Singapore-based IVF and related health services provider, raised $3 million in funding. Recharge Capital, Thomson Medical Group, and Shamrock Holdings invested in the round. 
";eration Prime, a Singapore-based IVF and related health services provider;$3 million;3;FALSE;Unknown
2333;October 20, 2022;Viome Life Sciences;a Bellevue, Wash.-based digital health company;$67 million;67;FALSE;Series C
2334;October 20, 2022;Landis;a New York-based renting platform;$40 million;40;FALSE;Series B
2335;October 20, 2022;Nourish Ingredients;a Canberra, Australia-based alternative protein food technology company;$28.6 million;28,6;FALSE;Series A
2336;October 20, 2022;Voilà!;a Longueuil, Canada-based cloud platform;$13.75 million;13,75;FALSE;Series A
2337;October 20, 2022;Relevize;a Boston-based channel activation company;$6 million;6;FALSE;Seed
2338;October 20, 2022;Magic Games;an Istanbul, Turkey-based mobile games studio;$5 million;5;FALSE;Seed
2339;October 20, 2022;OTONOMI;a Brooklyn, New York-based parametric cargo-focused insurtech;$3.4 million;3,4;FALSE;Seed
2340;October 21, 2022;Banyan;a New York-based network for SKU data;$43 million;43;TRUE;Series A
2341;October 21, 2022;Hoxton Farms;a London, U.K.-based company growing animal fat without animals;$22 million;22;FALSE;Series A
2342;October 21, 2022;Tellius;a Reston, Va.-based decision intelligence platform;$16 million;16;FALSE;Series B
2343;October 21, 2022;Chip City Cookies;a New York-based cookie brand;$10 million;10;FALSE;Unknown
2344;October 21, 2022;Bookkeep;a New York-based accounting automation platform;$6.6 million;6,6;FALSE;Seed
2345;October 21, 2022;Lithos;a Seattle-based agricultural carbon removal company;$6.29 million;6,29;FALSE;Seed
2346;October 21, 2022;StoryFit;an Austin-based machine learning and audience insights provider for the entertainment industry;$5.5 million;5,5;TRUE;Series A
2347;October 21, 2022;Cofertility;a Los Angeles-based egg donation, freezing, and donor matching company;$5 million;5;FALSE;Seed
2348;October 21, 2022;Bumpa;a Lagos, Nigeria-based retail automation platform;$4 million;4;FALSE;Seed
2349;October 21, 2022;HiPeople;a Berlin, Germany-based HR tech startup;$2.7 million;2,7;FALSE;Unknown
2350;October 21, 2022;LuckyTruck;a remote-based trucking insurance provider;$2.4 million;2,4;FALSE;Seed
2351;October 21, 2022;Netmaker;an Asheville, N.C.-based cloud networking startup;$2.3 million;2,3;FALSE;Unknown
2352;October 21, 2022;Super Advisor;a Toronto, Canada-based digital platform developer for financial advisors;$2 million;2;FALSE;Unknown
2353;October 24, 2022;Odyssey Interactive;a Waterloo, Ontario-based game development studio;$19 million;19;FALSE;Series A
2354;October 24, 2022;Breezeway;a Boston-based property care and guest experience platform for the vacation rental and hospitality industries;$15 million;15;FALSE;Series B
2355;October 24, 2022;Keebo;a Palo Alto, Calif.-based data learning platform;$15 million;15;TRUE;Series A
2356;October 24, 2022;Mercury;a Boston-based college sports startup;$7.5 million;7,5;FALSE;Seed
2357;October 24, 2022;ByteBrew;a San Diego-based mobile game analytics platform;$4 million;4;TRUE;Seed
2358;October 24, 2022;Ciro;a San Francisco-based SMB prospecting platform;$3.8 million;3,8;FALSE;Seed
2359;October 25, 2022;ConnexPay;an Alpharetta, Ga. and St. Paul, Minn.-based payments technology company;$110 million;110;FALSE;Unknown
2360;October 25, 2022;Resolve Biosciences;a Monheim am Rhein, Germany-based molecular cartography company;$71 million;71;FALSE;Series B
2361;October 25, 2022;Merge;a New York and San Francisco-based API for B2B integrations;$55 million;55;FALSE;Series B
2362;October 25, 2022;The Coterie;a Palo Alto, Calif.-based financial technology platform for startup founders;$40 million;40;FALSE;Unknown
2363;October 25, 2022;Proemion;a Fulda, Germany-based connectivity solutions company for mobile machines;$33.1 million;33,1;FALSE;Unknown
2364;October 25, 2022;WeTravel;a San Francisco-based business management and payments platform for multi-day travel businesses;$27 million;27;FALSE;Series B
2365;October 25, 2022;Sensat;a London, U.K.-based infrastructure automation company for the construction industry;$20.5 million;20,5;FALSE;Series B
2366;October 25, 2022;Fermyon;a Longmont, Colo.-based WebAssembly applications deployment and management platform;$20 million;20;FALSE;Series A
2367;October 25, 2022;Gearflow;a Chicago-based parts marketplace for heavy equipment owners;$5.5 million;5,5;FALSE;Unknown
2368;October 25, 2022;Grafbase;a Stockholm-based data platform for developers;$5 million;5;TRUE;Seed
2369;October 25, 2022;ShoppinPal;a Modesto, Calif.-based integration platform as a service (iPaaS) provider for the food, hospitality, and retail sector;$5 million;5;FALSE;Unknown
2370;October 25, 2022;Wispr;a San Francisco-based neurotechnology interaction company;$5 million;5;FALSE;Seed
2371;October 25, 2022;Vara;a Berlin, Germany-based A.I. breast cancer screening startup;$4.45 million;4,45;TRUE;Series A
2372;October 25, 2022;Scout;a Toronto, Canada-based seafood maker;$4 million;4;FALSE;Seed
2373;October 25, 2022;Ottr;a San Francisco-based Web3 app for holding and securing crypto;$3.1 million;3,1;FALSE;Seed
2374;October 26, 2022;Bilt Rewards;a New York-based consumer brand for renters;$150 million;150;FALSE;Unknown
2375;October 26, 2022;SubjectWell;an Austin-based engagement platform for matching patients with chronic health conditions to new care options;$35 million;35;FALSE;Series B
2376;October 26, 2022;AM Batteries;an Acton, Mass.-based lithium-ion, dry-electrode technology company;$25 million;25;FALSE;Series A
2377;October 26, 2022;PreVeil;a Boston-based encrypted email and file collaboration solutions provider;$20 million;20;FALSE;Series C
2378;October 26, 2022;Resonai;a Tel Aviv, Israel-based operating system that turns physical spaces into digital ones;$20 million;20;FALSE;Series A
2379;October 26, 2022;flyp;a London, U.K.-based property selling platform;$5.74 million;5,74;FALSE;Seed
2380;October 26, 2022;Memorable;a Boston-based A.I.-focused branding and performance advertising company;$2.75 million;2,75;TRUE;Seed
2381;October 27, 2022;SiMa.ai;a San Jose-based machine learning company;$67 million;67;TRUE;Series B
2382;October 27, 2022;Ionblox;a Fremont, Calif.-based lithium-ion cell company;$24 million;24;FALSE;Series B
2383;October 27, 2022;RightMove;a New York-based virtual musculoskeletal physical therapy provider;$21 million;21;FALSE;Series A
2384;October 27, 2022;Unito;a Montréal-based workflow management company;$20 million;20;FALSE;Series B
2385;October 27, 2022;Allstacks;a Raleigh-based predictive forecasting and risk management platform;$12.3 million;12,3;FALSE;Series A
2386;October 27, 2022;Devtron;a Gurugram, India-based open source internal DevOps platform;$12 million;12;FALSE;Unknown
2387;October 27, 2022;Daye;a London-based gynecological health startup;$11.5 million;11,5;FALSE;Series A
2388;October 27, 2022;bit.io;a San Francisco-based Postgres database building and collaboration platform;$7.5 million;7,5;TRUE;Seed
2389;October 27, 2022;Arnica;an Atlanta-based behavior-based solution for software supply chain security;$7 million;7;TRUE;Seed
2390;October 27, 2022;Swantide;a San Francisco-based GTM tech stack management platform;$7 million;7;FALSE;Seed
2391;October 27, 2022;Pixaera;a London-based game-based learning platform;$4.5 million;4,5;FALSE;Unknown
2392;October 27, 2022;Elion;a New York-based digital health technology marketplace company;$3.3 million;3,3;FALSE;Seed
2393;October 27, 2022;Vixtra;a São Paulo-based import credit fintech company;$3 million;3;FALSE;Series A
2394;October 27, 2022;HeyRitual;a Santa Monica-based couples support company;$2 million;2;FALSE;Seed
2395;October 28, 2022;Ascend Elements;a Westborough, Mass.-based engineered materials and lithium-ion battery recycling company;$200 million;200;FALSE;Series C
2396;October 28, 2022;BioVeritas;a Bryan, Texas-based bio-based ingredients company;$65 million;65;FALSE;Unknown
2397;October 28, 2022;HealthJoy;a Chicago-based healthcare navigation platform;$60 million;60;FALSE;Series D
2398;October 28, 2022;Classera;a San Francisco-based e-learning company focused on emerging markets;$40 million;40;FALSE;Seed
2399;October 28, 2022;Neocis;a Miami-based robot-assisted dental implant surgery manufacturer;$40 million;40;FALSE;Unknown
2400;October 28, 2022;Canary Technologies;a San Francisco-based guest management system and digital authorization solutions provider for hotels;$30 million;30;FALSE;Series B
2401;October 28, 2022;Cresilon;a Brooklyn-based hemostatic medical device technologies manufacturer and development company;$25 million;25;FALSE;Series A
2402;October 28, 2022;Navina;a New York-based A.I. assistant provider for physicians;$22 million;22;TRUE;Series B
2403;October 28, 2022;Fox Robotics;an Austin-based autonomous forklift company;$20 million;20;FALSE;Unknown
2404;October 28, 2022;Cruz Foam;a Santa Cruz, Calif.-based regenerative replacements provider for single-use plastics;$18 million;18;FALSE;Series A
2405;October 28, 2022;Cinchy;a Toronto-based dataware technology company;$14.5 million;14,5;TRUE;Series B
2406;October 28, 2022;Fun;a San Francisco-based blockchain software development company;$3.9 million;3,9;FALSE;Seed
2407;October 28, 2022;Sidekick;a London-based digital active investment management company;$3.82 million;3,82;FALSE;Seed
2408;October 28, 2022;Fursure;a Miami-based pet insurance marketplace and mobile banking solution for pet owners;$3 million;3;FALSE;Seed
2409;October 28, 2022;Martian;a New York-based Web3 wallet;$3 million;3;FALSE;Seed
2410;October 28, 2022;Oxford Medical Simulation;a London-based VR training platform for healthcare workers;$2.44 million;2,44;FALSE;Unknown
2411;October 28, 2022;Jago;a Jakarta-based mobile café company;$2.2 million;2,2;FALSE;Series A
2412;October 31, 2022;Solugen;a Houston-based sustainable chemical plant company;$200 million;200;FALSE;Unknown
2413;October 31, 2022;Midi Health;a San Francisco-based virtual care clinic for women;$14 million;14;FALSE;Seed
2414;October 31, 2022;PaintJet;a Nashville-based robotics and material sciences company automating large scale commercial and industrial painting;$3.5 million;3,5;FALSE;Seed
2415;October 31, 2022;Notebook Labs;a Stanford, Calif.-based identity protocol;$3.3 million;3,3;FALSE;Seed
2416;October 31, 2022;Reclaim.ai;a Portland-based calendar assistant and time management platform;$3.2 million;3,2;FALSE;Series A
2417;November 1, 2022;Bright Machines;a San Francisco-based software-based manufacturing company;$100 million;100;FALSE;Series B
2418;November 1, 2022;Qwick;a Phoenix-based staffing platform for hospitality businesses and professionals;$40 million;40;FALSE;Seed
2419;November 1, 2022;Money Fellows;a Cairo-based fintech platform that digitizes money circles;$31 million;31;FALSE;Series B
2420;November 1, 2022;Braavos;a Tel Aviv-based smart contract-based wallet firm;$10 million;10;FALSE;Unknown
2421;November 1, 2022;Rewind.ai;a remote-based search engine platform;$10 million;10;FALSE;Unknown
2422;November 1, 2022;Software Defined Automation;a Boston and Munich, Germany-based industrial-control-as-a-service (ICaaS) provider for automation engineers;$10 million;10;FALSE;Seed
2423;November 1, 2022;Vizit;a Boston-based image analytics software company for brands and retailers;$10 million;10;TRUE;Series A
2424;November 1, 2022;GoodShip;a Nashville and Seattle-based collaboration platform for the supply chain industry;$2.4 million;2,4;FALSE;Unknown
2425;November 1, 2022;SURI;a London-based toothbrush startup;$2.29 million;2,29;FALSE;Seed
2426;November 2, 2022;Cover Genius;a New York-based insurtech for embedded insurance;$70 million;70;FALSE;Series D
2427;November 2, 2022;Roam;a remote-based cloud HQ company for distributed teams;$30 million;30;FALSE;Series A
2428;November 2, 2022;Vaxess;a Cambridge, Mass.-based vaccine patch developer;$27 million;27;FALSE;Series B
2429;November 2, 2022;MedCrypt;a San Diego-based cybersecurity solution provider for medical devices;$25 million;25;TRUE;Series B
2430;November 2, 2022;Carta Healthcare;a San Francisco-based clinical data management company;$20 million;20;TRUE;Series B
2431;November 2, 2022;Way;an Austin-based brand activations software platform;$20 million;20;FALSE;Series A
2432;November 2, 2022;Galileo;a San Francisco-based machine learning data intelligence company;$18 million;18;TRUE;Series A
2433;November 2, 2022;Fringe;a Richmond, Va.-based lifestyle benefits startup;$17 million;17;FALSE;Series A
2434;November 2, 2022;GoCo.io;a Houston-based software solutions provider for HR, benefits, and payroll;$15 Million;15;FALSE;Unknown
2435;November 2, 2022;AiDash;a San Jose-based satellite and A.I.-powered operations, maintenance, and sustainability solutions provider;$10 million;10;TRUE;Unknown
2436;November 2, 2022;Haven;a New York-based homeownership platform for mortgage servicers and subservicers;$8 million;8;FALSE;Series A
2437;November 2, 2022;Retirable;a New York-based retirement solution provider;$6 million;6;FALSE;Unknown
2438;November 2, 2022;Tiny Health;an Austin-based gut health testing company;$4.5 million;4,5;FALSE;Unknown
2439;November 2, 2022;Sunsave;a London-based solar energy subscription provider;$4.25 million;4,25;FALSE;Seed
2440;November 2, 2022;iink Payments;a Tampa-based digital payments network;$3 million;3;FALSE;Seed
2441;November 2, 2022;Howbout;a London-based app for making plans with friends;$2.2 million;2,2;FALSE;Unknown
2442;November 2, 2022;Heylo;a San Francisco-based community group organization development platform;$1.5 million;1,5;FALSE;Seed
2443;November 2, 2022;Cinven agreed to acquire TaxAct;a Dallas-based tax filing assistance software and services provider;$720 million;720;FALSE;Unknown
